line_no,is_ainu_line,num_tokens,ngram_size,num_ngrams,num_pred_target_ngrams,num_pred_non_target_ngrams,non_target_labels_set,non_target_ngram_samples,text
4066,True,7,2,6,6,0,,,aeoay... a= sitoma hi kusu ranko ho...
4067,True,9,2,8,8,0,,,"teeta horak ranko sinricihi wa ni owpoporinne wa hetuku,"
4068,True,12,2,11,11,0,,,"tumu ta arpa =an h_ine mono a =an wa an =an akus,"
4069,True,9,2,8,8,0,,,"sorekusu kaske hererse kane si poro kamuy san hine,"
4070,True,8,2,7,7,0,,,"konto ratcitara nay pes h_ine san akusu ora,"
4071,True,7,2,6,6,0,,,"konto aynu ne hine, kunne kosonte utomciwre"
4072,True,8,2,7,7,0,,,"kamuy ne kus koraci an kur ek h_ine,"
4073,True,4,2,3,3,0,,,i= tukari hi kusu
4074,True,12,2,11,11,0,,,"ora a= sapa a= uk h_ine oripak =an h_ine an =an akusu,"
4075,True,8,2,7,7,0,,,"ek h_ine i= tukari ta mono a hine,"
4076,True,6,2,5,5,0,,,"i= erankarap ruwe ne hine oraun,"
4077,True,3,2,2,2,0,,,ene hawean h_i.
4078,True,15,2,14,14,0,,,"""kamuy or_ ta ayaykotom ... nupuri kor kamuy poho a= ne wa an =an korka,"
4079,True,7,2,6,6,0,,,kamuy or_ ta a= yaykotomka p isam.
4080,True,13,2,12,12,0,,,"aynu or un inkar =an kor eani patek a= e= yaykotomka wa kusu,"
4081,True,7,2,6,6,0,,,"a= e= nukar poka ki rusuy kusu,"
4082,True,4,2,3,3,0,,,"san =an ruwe ne."""
4083,True,6,2,5,5,0,,,"sekor kane hawean na... wa kusu,"
4084,True,10,2,9,9,0,,,"""ene an imi poka pirka no ki ka somo ki."
4085,True,7,2,6,6,0,,,"hemanta ne a= nukar_ rusuy pe an?"""
4086,True,3,2,2,2,0,,,sekor hawean =an.
4087,True,7,2,6,6,0,,,"""imi anak neun oka yakka pirka korka,"
4088,True,7,2,6,6,0,,,"kew... e= kewtumu a= ramosma wa ne."""
4089,True,4,2,3,3,0,,,"sekor hawean kor orano,"
4090,True,12,2,11,11,0,,,"i= hekote ek orano i= koterke ayne ye p a= nu hine,"
4091,True,9,2,8,8,0,,,"oraun oro ta nen nen i= koysoytak ayne ora,"
4092,True,8,2,7,7,0,,,"suy nay turasi arpa wa isam h_ine ora,"
4093,True,13,2,12,12,0,,,"a= sike a= kar h_ine iwak =an hine an =an ruwe ne orano,"
4094,True,3,2,2,2,0,,,konto ceprura =an.
4095,True,12,2,11,11,0,,,ikoytupa pa rupne mat utar ka cep a= kore wa rura pa.
4096,True,6,2,5,5,0,,,"""a= kor pon katkemat an kuskeraypo."""
4097,True,6,2,5,5,0,,,"sekor hawoka kor orano ki kor,"
4098,True,8,2,7,7,0,,,orano nea nay or un arparusuy =an kor
4099,True,8,2,7,7,0,,,i= ekari nea kamuy san wa ukosini =an.
4100,True,17,2,16,16,0,,,"orano konto kamuy or wa i= ka osike wa san wa a= se wa hosipi =an kor,"
4101,True,10,2,9,9,0,,,"""hinak wa ene okay pe a= se ruwe ene an?"""
4102,True,6,2,5,5,0,,,"a= esina ka eaykap h_i kusu,"
4103,True,5,2,4,4,0,,,"""tapne kane ne ruwe ne."""
4104,True,7,2,6,6,0,,,sekor hawean =an akusu a= ona ...
4105,True,7,2,6,6,0,,,"a= unu konto mosmano an h_ine orano,"
4106,True,10,2,9,9,0,,,"neno iki =an rapok konto honkor =an ruwe ne hine,"
4107,True,10,2,9,9,0,,,orano kamuy or un arparusuy =an kor ne ni ...
4108,True,10,2,9,9,0,,,owpoporinne ranko or_ ta arpa =an kor i= ekari san.
4109,True,18,2,17,17,0,,,"oro ta utura sinot =an ne ya nen nen i= koysoytak kor oka =an ayne nuwap =an akusu,"
4110,True,11,2,10,10,0,,,"sorekusu kamuy ne kusu koraci an okkayo hekaci a= kor orano,"
4111,True,4,2,3,3,0,,,a= unu earkinne eyaykopuntek.
4112,True,11,2,10,10,0,,,"orano ipe anak i= ka osike wa san pe ne kusu,"
4113,True,19,2,18,18,0,,,"nep a= e rusuy ka somo ki no oka =an, uturu isam no ki p ne kusu ki kor,"
4114,True,6,2,5,5,0,,,"orano oka =an ruwe ne ayne,"
4115,True,5,2,4,4,0,,,suy honkor =an h_ine ma
4116,True,9,2,8,8,0,,,"ruwe ne hine matkaci a= kor_ ruwe ne ora,"
4117,True,14,2,13,13,0,,,a= kor son utar a= tura wa arpa =an wa a= nukare ne ya
4118,True,7,2,6,6,0,,,"nen nen ki ayne ene hawean h_i,"
4119,True,14,2,13,13,0,,,"""tan katkemat e= ne wa itak =an ciki e= inu katu ene an h_i."
4120,True,11,2,10,10,0,,,"kamuy or_ ta a= kor kus ne menoko an pe ora,"
4121,True,4,2,3,3,0,,,"earkinne ipokas ne ya,"
4122,True,8,2,7,7,0,,,"kamuy ne yakka ipokas ne ya ki wa,"
4123,True,8,2,7,7,0,,,"a= kor etoranne wa kusu iki =an h_ine,"
4124,True,15,2,14,14,0,,,"hine ora ene sorekus_ a= koyki p a= rura siri a= ona oyamokte hine ora,"
4125,True,17,2,16,16,0,,,"inkar akusu ene e= or un san =an siri a= onaha nukar hine orano ene hawean h_i,"
4126,True,9,2,8,8,0,,,"'taan e= kor_ rusuy menoko ka kamuy sasimi ne,"
4127,True,5,2,4,4,0,,,unuhu ka kamuy sasimi ne.
4128,True,13,2,12,12,0,,,hekote nispa tunasno isam hine orano yaykata matnepoho resu wa an katkemat ne.
4129,True,15,2,14,14,0,,,"kamuy... arke kamuy arke aynu ne pa p ne neno e= iki ka eaykap kusu,"
4130,True,18,2,17,17,0,,,ipokas wa e= emaka yakka e= kor kus ne menoko e= ewtanne yak easir pirka p ne na.'
4131,True,7,2,6,6,0,,,"sekor kane hawean, a= onaha ki wa,"
4132,True,14,2,13,13,0,,,'a= ye p e= hayta yak sorekus_ arwenmosir a= e= kooterke p ne na.'
4133,True,5,2,4,4,0,,,"sekor a= ona hawean wa,"
4134,True,7,2,6,6,0,,,"ene a= ye hi ka isam kusu,"
4135,True,9,2,8,8,0,,,konto uturu tuymano a= e= nukar kusu san =an.
4136,True,2,2,1,1,0,,,"rapokke konto,"
4137,True,10,2,9,9,0,,,"ney wa ka na a= kor son utar_ nukar hine,"
4138,True,9,2,8,8,0,,,"ney wa ka sorekus_ a= kateomare okkayo ek wa,"
4139,True,9,2,8,8,0,,,"a= kor son utar ona ne kor pa yakne,"
4140,True,8,2,7,7,0,,,"ora sukup hontom ta a= e= uk wa,"
4141,True,14,2,13,13,0,,,"ne aynu e= ewtanne a kor aynu sani e= kor wa e= hoppa wa,"
4142,True,4,2,3,3,0,,,"nea kamuy a= poho,"
4143,True,4,2,3,3,0,,,a= poho hoski ...
4144,True,7,2,6,6,0,,,a= po anakne kamuy or un ...
4145,True,7,2,6,6,0,,,"kamuy or_ ta po ka a= sak,"
4146,True,4,2,3,3,0,,,a= emaka a ...
4147,True,4,2,3,3,0,,,"ipokas wa ne ya,"
4148,True,11,2,10,10,0,,,"nep kar yakka eaykap ne yak ye, a= macihi ki wa,"
4149,True,8,2,7,7,0,,,"a= ekonukosne yakka ora po ka sak wa,"
4150,True,7,2,6,6,0,,,"poeykoytupa =an kamuy or_ ta ki kusu,"
4151,True,10,2,9,9,0,,,"kamuy a= po anak kamuy or un a= uk wa,"
4152,True,5,2,4,4,0,,,kamuy or_ ta a= sikaoykire.
4153,True,10,2,9,9,0,,,a= onaha a= nukare yakne a= onaha ne yakka eyaykopuntek.
4154,True,8,2,7,7,0,,,"nea a= macihi ne yakka po sak kusu,"
4155,True,10,2,9,9,0,,,"a= po arpa yakun sorekusu eoripak ne ya ki yakun,"
4156,True,19,2,18,18,0,,,ora sukup hontom ta a= e= uk wa kamuy or_ ta sonno ukor sino ukor a= ki kus ne.
4157,True,11,2,10,10,0,,,"a= matnepo anak a= hoppa ... e= hoppa wa ne yakne,"
4158,True,12,2,11,11,0,,,sorekus_ aynu mosir ka ta sorekusu e= unuhu siknu hine sikao ...
4159,True,15,2,14,14,0,,,"eun ... e= isam yakun a= erampokiwen kusu tunas e= unuhu ka isam nankor kusu,"
4160,True,14,2,13,13,0,,,okake ta e= hekote nispa e= matnepoho epirka oasi p ne ruwe ne na.
4161,True,6,2,5,5,0,,,"neno e= iki p ne na."""
4162,True,4,2,3,3,0,,,sekor a= hekote nispa.
4163,True,17,2,16,16,0,,,"earkinne kewtum or_ ta a= ruska korka ene a= ye hi ka isam no, orano an =an."
4164,True,13,2,12,12,0,,,"rapokke ney wa ne esoyne aynu humas wa sa ... soyne =an akusu,"
4165,True,7,2,6,6,0,,,"sorekusu kamuy ne kusu koraci an okkaypo,"
4166,True,11,2,10,10,0,,,ikayop takup se kane hine soy ta as h_ine a= ahunte.
4167,True,11,2,10,10,0,,,"kamuy ye wa a= nu p ne a= ahunte hine orano,"
4168,True,15,2,14,14,0,,,"akusu hine mono a kusu orano a= kor son utar ona ne ye pa kor,"
4169,True,7,2,6,6,0,,,"seturuhu wa kotcake wa koterke pa p,"
4170,True,10,2,9,9,0,,,konto nea okkaypo ka neun ramu ka somo ki no
4171,True,10,2,9,9,0,,,a= kor son utar earkinne omap kor orano oka =an.
4172,True,12,2,11,11,0,,,"orano ekimne wa yuk ne ciki kamuy ne ciki nuwe koan wa,"
4173,True,8,2,7,7,0,,,nep a= e rusuy nep a= kor_ rusuy.
4174,True,8,2,7,7,0,,,"a= unu anak a= kor son matkaci kay,"
4175,True,13,2,12,12,0,,,okkayo hekaci teke ani kane wa kotan or peka sinewe kor oka =an.
4176,True,6,2,5,5,0,,,rapokke nea a= poho poro wa
4177,True,13,2,12,12,0,,,"yuk ne ciki kamuy ne ciki onaha turano eawnarura kor oka a p,"
4178,True,6,2,5,5,0,,,konto sihontom wano a= poho isam.
4179,True,20,2,19,19,0,,,hi anak kamuy or un arpa wa ne kuni a= ramu hikeka a= unu ka neun ramu ka somo ki.
4180,True,12,2,11,11,0,,,ne a= hokuhu ka neun ramu ka somo ki no oka =an.
4181,True,5,2,4,4,0,,,orano nea a= matnepoho ...
4182,True,6,2,5,5,0,,,sorekusu rapokke nea okkaypo a= kopokor.
4183,True,8,2,7,7,0,,,okkayo ne ya menoko ne ya a= kopokor.
4184,True,5,2,4,4,0,,,"poronno pokor =an wa sorekusu,"
4185,True,4,2,3,3,0,,,rapokkehe a= unuhu ...
4186,True,14,2,13,13,0,,,"nea hoski a= matnepoho sorekusu ene kar wa keraan hike isam no ki ayne,"
4187,True,6,2,5,5,0,,,"tane kar pe ka e wa,"
4188,True,16,2,15,15,0,,,"nea a= matnepo aynu ewtanne wa sorekusu mippo ka kor siri a= unuhu nukar kor ora,"
4189,True,12,2,11,11,0,,,sine ancikar_ tu ancikar ne kor hinak un i= hoppa hine isam.
4190,True,5,2,4,4,0,,,orano pirka a= osura ki.
4191,True,13,2,12,12,0,,,katkemat a= osura kuni kasu akkari ki ruwe ne hine orano oka =an.
4192,True,6,2,5,5,0,,,orano kotan kor utar ikoytupa pa.
4193,True,11,2,10,10,0,,,"rupne mat utar_ ne yakka a= ipere pa a= ikorpare pa,"
4194,True,8,2,7,7,0,,,"""a= kor pon katkemat an kusu an kusu."""
4195,True,12,2,11,11,0,,,sekor hawoka kor a= i= ukoaynukor a=i=uko... ki kor orano oka =an.
4196,True,9,2,8,8,0,,,a= hekote nispa ne yakka ki kor oka =an.
4197,True,9,2,8,8,0,,,"rapokke ios a= kor hekattar utar ka rupne ora,"
4198,True,7,2,6,6,0,,,ueinkar =an orano ki wa inkar ...
4199,True,6,2,5,5,0,,,"kamuy or un inkar =an kor,"
4200,True,17,2,16,16,0,,,"kamuy or_ ta a= poho sorekus_ ekimne wa yuk ne ciki kamuy ne ciki nuwe koan wa,"
4201,True,5,2,4,4,0,,,a= ekasi utar ere pa.
4202,True,18,2,17,17,0,,,ineapkusun a= poho omap pa wa iki pa ya ka a= eramiskari siri a= nukar kor an =an.
4203,True,14,2,13,13,0,,,"patek a= eyaykosiramsuypa a= poho ne p ne kusu ki kor an =an ayne,"
4204,True,10,2,9,9,0,,,tane ios a= poutari ka rupne wa yayramekotpa hike yayramekote.
4205,True,12,2,11,11,0,,,"menoko utar ka matkaci utar ka ki pa siri a= nukar kor,"
4206,True,8,2,7,7,0,,,"sukup hontom neun arka ka somo ki no,"
4207,True,8,2,7,7,0,,,sukup hontom a=ey ... a= eysam siri anakne
4208,True,10,2,9,9,0,,,"kamuy hoku, a= hokuhu eun arpa =an sinne nankor kusu,"
4209,True,16,2,15,15,0,,,"a= poutari sinrit or un i= nurappa yakka a= uk ka somo ki p ne kusu,"
4210,True,8,2,7,7,0,,,"""nupuri kor kamuy kamuy ekasi a= nomi na."""
4211,True,7,2,6,6,0,,,"sekor haweoka kor kamuynomi pa yak easir,"
4212,True,11,2,10,10,0,,,"a= kor son utar kar pe a= e p ne kusu,"
4213,True,16,2,15,15,0,,,"iteki sinnurappa anak a kamuy ... aynu mosi ... aynu sinrit or un somo ki no,"
4214,True,5,2,4,4,0,,,sucihi nurappa pa yak pirka.
4215,True,11,2,10,10,0,,,asinuma anak iteki sinrit or un i= nurappa pa yak pirka.
4216,True,5,2,4,4,0,,,"sekor hawean =an kor onne,"
4217,True,15,2,14,14,0,,,onne =an kaspa ka somo ki no ray katkemat a= ne kusu a= eysoytak sekor.
4218,True,18,2,17,17,0,,,a= onaha an a= unuhu an a= poroyupi an a= ponyupi an a= saha an h_ine oka =an.
4219,True,12,2,11,11,0,,,"iyotta pon pe a= ne hine oka =an pe ne a p,"
4220,True,5,2,4,4,0,,,"sorekusu a= yuputari ison wa,"
4221,True,13,2,12,12,0,,,"nep a= e rusuy ka nep a= kor_ rusuy ka somo ki no,"
4222,True,18,2,17,17,0,,,a= saha turano ietoko suke ne ya nina ne ya a= saha turano a= ki kor oka =an.
4223,True,12,2,11,11,0,,,"a= yuputari etoko un ki kor oka =an pe ne a p,"
4224,True,6,2,5,5,0,,,konto pon a= yupihi ekuskonna isam.
4225,True,5,2,4,4,0,,,"orano neun a= hunara yakka,"
4226,True,11,2,10,10,0,,,a= utari utar i= tura wa a= hunara yakka a= turaynu.
4227,True,12,2,11,11,0,,,"orano cis a= ki kor oka =an pe ne ruwe ne ayne,"
4228,True,5,2,4,4,0,,,suy konto a= saha isam.
4229,True,10,2,9,9,0,,,"isam orano a= hunara yakka wen kor oka =an wa,"
4230,True,15,2,14,14,0,,,konto ne wa an pe a= onaha ruska wa hene ya apehosi wa patek an.
4231,True,11,2,10,10,0,,,"ora a= unuhu anakne tokap an kor hotke wa an ora,"
4232,True,10,2,9,9,0,,,"kunne an kor hinak un arpa wa anepitta isam ayne,"
4233,True,4,2,3,3,0,,,"ek wa hotke yakun,"
4234,True,9,2,8,8,0,,,"poho ka isam matnepoho ka isam wa ruska wa,"
4235,True,11,2,10,10,0,,,"neun ka onne utar oka uske peka uepeker hene ki kusu,"
4236,True,9,2,8,8,0,,,"soyne sinne kunak patek a= ramu kor an ayne,"
4237,True,8,2,7,7,0,,,"konto a= ramuewen no iki hi kusu ora,"
4238,True,6,2,5,5,0,,,"suy soyne noyne iki hi kusu,"
4239,True,7,2,6,6,0,,,"etokoho a= tusmak hine soyne =an h_ine,"
4240,True,9,2,8,8,0,,,"sem or_ ta nuynak =an h_ine an =an hine,"
4241,True,7,2,6,6,0,,,"soyne hi kusu os hehewpa =an akusu,"
4242,True,10,2,9,9,0,,,"mintar or_ ta arpa hine, ora kotan kes un ..."
4243,True,13,2,12,12,0,,,"konto a= resu cape ne a p oar isam pe ne a p,"
4244,True,8,2,7,7,0,,,"cape ne hine, si poro cape ne hine,"
4245,True,4,2,3,3,0,,,hoyupu siri a= nukar.
4246,True,18,2,17,17,0,,,"""yakun, a= unuhu ka a= saha ka rayke hi a= yupihi ka rayke wa iki hi somo ne?"""
4247,True,4,2,3,3,0,,,"sekor yaynu =an korka,"
4248,True,8,2,7,7,0,,,"ar suy a= nukar pe somo a= ye,"
4249,True,13,2,12,12,0,,,tu suy a= nukar pe somo a= ye p ne yak a= ye.
4250,True,15,2,14,14,0,,,"ne hi ta somo a= ye no suy ioyaancikari suy soyne noyne iki hi kusu,"
4251,True,14,2,13,13,0,,,"konto kasi rari soyne =an h_ine osi inkar =an akus suy cape ne hine,"
4252,True,10,2,9,9,0,,,"suy kotan kes un hoyupu siri a= nukar hine oraun,"
4253,True,11,2,10,10,0,,,"korka somo a= ye no an =an pe ne a p,"
4254,True,9,2,8,8,0,,,suy orano ka suy soyne hi ta osi ...
4255,True,7,2,6,6,0,,,"suy soyne =an h_ine inkar =an akus_,"
4256,True,15,2,14,14,0,,,"suy nea a= resu cape ne a p suy hoyupu siri a= nukar h_i kusu,"
4257,True,6,2,5,5,0,,,"ahun =an h_ine a= yupi eun,"
4258,True,6,2,5,5,0,,,"""tapne kane ne ruwe ne kusu,"
4259,True,6,2,5,5,0,,,"a= yupihi itekike nisatta ekimne no,"
4260,True,6,2,5,5,0,,,"emus hene tasiro hene ruyke wa,"
4261,True,6,2,5,5,0,,,"ani rayke somo ki yak anakne,"
4262,True,14,2,13,13,0,,,"a= yupihi ne yakka a= saha ne yakka a= unuhu ne yakka rayke wa,"
4263,True,12,2,11,11,0,,,"tane pakno a= unuhu ne kunak a= ramu kor oka =an korka,"
4264,True,10,2,9,9,0,,,"a= yupihi ka isam a= saha ka isam wa kusu,"
4265,True,7,2,6,6,0,,,"mismu wa tokap an kor hotke ora,"
4266,True,10,2,9,9,0,,,"kunne an kor sinewe sinne kunak a= ramu a p,"
4267,True,9,2,8,8,0,,,"tane re ancikar a= resu cape ne a p,"
4268,True,6,2,5,5,0,,,"hoyupu siri a= nukar h_i anakne,"
4269,True,7,2,6,6,0,,,"kar irenka ne kuni a= ramu kusu,"
4270,True,9,2,8,8,0,,,"a= yupihi nisatta ne an ciki iteki ekimne no,"
4271,True,8,2,7,7,0,,,"hotke wa an h_i eun rayke yak pirka."""
4272,True,13,2,12,12,0,,,"sekor hawean =an akus_, a= yupihi nep ka somo ye no sietuuyna hine,"
4273,True,5,2,4,4,0,,,"ora oka =an a p,"
4274,True,8,2,7,7,0,,,"kuneywa hopunpa =an akus konto ipe hine orano,"
4275,True,11,2,10,10,0,,,"konto emus ruyke a ruyke a kor an akusu, a= onaha,"
4276,True,13,2,12,12,0,,,"""hemanta ne a= poho ene emus rayke ...ruyke siri ene an h_i an?"""
4277,True,7,2,6,6,0,,,sekor hawean korka asinuma ka mosmano an.
4278,True,10,2,9,9,0,,,"a= yupihi ka mosmano an h_ine ruyke okere h_i ora,"
4279,True,8,2,7,7,0,,,"konto a= onautari ehotkey ta apunno arpa hine,"
4280,True,10,2,9,9,0,,,"set apa maka hine eun rekucihi tuye ruwe ne akus_,"
4281,True,9,2,8,8,0,,,"sorekusu cape haw ki kor hotaktaku ruwe ne akus_,"
4282,True,7,2,6,6,0,,,"a= onaha ""mak a= poho iki siran?"""
4283,True,8,2,7,7,0,,,"sekor hawean akus_ cape haw ki ki akus_,"
4284,True,11,2,10,10,0,,,"ne a= onaha ka hopuni hine ehotkey ta arpa. inkar akusu,"
4285,True,11,2,10,10,0,,,si poro a= resu cape ne a p hotakpatakpa kor an.
4286,True,7,2,6,6,0,,,"hesasi a= osura, a= yupi osura sorekusu,"
4287,True,6,2,5,5,0,,,"""arwen kamuy kor irenka ne wa,"
4288,True,14,2,13,13,0,,,sorekus_ a= akihi ne yakka a= unuhu ne yakka a= saha ne yakka rayke.
4289,True,15,2,14,14,0,,,"oraun aynu ne yaykar wa kamuy kosunke wa an ruwe ne ... ne ruwe ne."""
4290,True,4,2,3,3,0,,,sekor a= yupi hawean.
4291,True,4,2,3,3,0,,,"a= onaha paraparak kor,"
4292,True,13,2,12,12,0,,,"""a= kor katkemat turano an =an humi ne kunak a= ramu a wa,"
4293,True,10,2,9,9,0,,,"ene an wen kamuy a= resu wa a= pirkaresu wa,"
4294,True,8,2,7,7,0,,,"wen kamuy sorekusu wen kamuy yairayke ki wa,"
4295,True,6,2,5,5,0,,,"a= kor_ rupne mat rayke hine,"
4296,True,13,2,12,12,0,,,"oraun e kusu sirkunne kor soyne hi a= eramiskari aan ruwe somo ne."""
4297,True,6,2,5,5,0,,,"sekor a= onaha ka hawean kor,"
4298,True,4,2,3,3,0,,,"konto a= tatatata hine,"
4299,True,6,2,5,5,0,,,konto menokoru etok ta sirouri =an.
4300,True,6,2,5,5,0,,,retar ... kunne toytoy a= osura.
4301,True,4,2,3,3,0,,,retar_ toytoy a= osura.
4302,True,9,2,8,8,0,,,koponci oske ta sorekusu ehorkano toy tum a= omare.
4303,True,6,2,5,5,0,,,"kasi kapke suma a= omare hine,"
4304,True,13,2,12,12,0,,,"sorekusu atteynemosir a= kooterke kuni a= onaha ye kor ki ruwe ne hine,"
4305,True,5,2,4,4,0,,,"ne ancikar wentarap =an akusu,"
4306,True,8,2,7,7,0,,,"nea a= unuhu an h_ine ene hawean h_i."""
4307,True,15,2,14,14,0,,,"""tan a= matnepo e= ne wa itak =an ciki e= nu katu ene an h_i."
4308,True,11,2,10,10,0,,,"eci= i= resu sorekus_ eci= i= pirkaresu p ne a korka,"
4309,True,7,2,6,6,0,,,"konto e= onaha a= kateomare hi kusu,"
4310,True,6,2,5,5,0,,,"konto e= unuhu a= rayke hine,"
4311,True,14,2,13,13,0,,,"kotan kes ta samam ni corpok un a= ninpa wa orano a= e akus_,"
4312,True,11,2,10,10,0,,,"aynu pakno sorekusu kamihi keraan pe isam pe ne an orano,"
4313,True,15,2,14,14,0,,,"a= e ayne kes ancikar arpa =an wa a= e ayne a= okere h_i ora,"
4314,True,5,2,4,4,0,,,e= yupihi suy a= rayke.
4315,True,13,2,12,12,0,,,orano aynu kam a= e hi orano mosma kam a= e ka etoranne.
4316,True,10,2,9,9,0,,,ipe =an ne yakka ... hene ki ka somo ki.
4317,True,7,2,6,6,0,,,"eytasa ki no ki p ne kusu,"
4318,True,10,2,9,9,0,,,"a= poho ka isam wa somo ipe =an sinne kunak,"
4319,True,9,2,8,8,0,,,e= ona ne yakka eci= ramu kor eci= oka.
4320,True,9,2,8,8,0,,,"oraun, neno an iki a= ki p ne kus_,"
4321,True,11,2,10,10,0,,,sirkunne kor arpa =an wa e= unuhu ... e= yupihi ...
4322,True,20,2,19,19,0,,,"e= unu a= e okere h_i ora, e= yupihi kamihi a= e kor an =an ayne, a= okere h_i ora,"
4323,True,11,2,10,10,0,,,"suy e= saha kamihi a= e okere na somo ki hine,"
4324,True,4,2,3,3,0,,,sorekusu kamuy i= koypak.
4325,True,10,2,9,9,0,,,"pak sermaka yupke p isam pe e= ne an wa,"
4326,True,8,2,7,7,0,,,"i= annuaste wa a= i= rayke sinne korka,"
4327,True,7,2,6,6,0,,,"tapne ne hi somo a= ye no,"
4328,True,12,2,11,11,0,,,"wen kamuy ne an =an ka eaykap wa kusu a= ye wa,"
4329,True,7,2,6,6,0,,,"e= yupihi ka wa... retar pone takup,"
4330,True,13,2,12,12,0,,,"samam ni corpok ta humneanta a= rura wa a= ari p ne kusu,"
4331,True,13,2,12,12,0,,,"e= sa anak naa a= e niwkes rapokke a= i= rayke sinne kusu,"
4332,True,11,2,10,10,0,,,"ene kotan or eci= osapte hi ka isam pe ne kusu,"
4333,True,11,2,10,10,0,,,"kasi eci= ohastuye wa, oraun kotan or_ ta suke =an wa,"
4334,True,6,2,5,5,0,,,"aynu uekarpa wa suke =an wa,"
4335,True,16,2,15,15,0,,,"e= yupihi utar_ ne e= unuhu ne yakka e= saha ne yakka e= yupihi ne yakka,"
4336,True,12,2,11,11,0,,,"sinrit mintar opaye kuni somo a= ye no ka eaykap wa kusu,"
4337,True,5,2,4,4,0,,,"a= ye hawe ne kusu,"
4338,True,6,2,5,5,0,,,"neno eci= ki p ne na."""
4339,True,10,2,9,9,0,,,"sekor nea a= unuhu hawean yak a= takar h_ine ora,"
4340,True,4,2,3,3,0,,,"kuneywa an h_i ora,"
4341,True,14,2,13,13,0,,,"a= utari a= siren pa hine paye =an hine inkar =an ruwe ne akus_,"
4342,True,14,2,13,13,0,,,"sonno ka samam ni corpok ta, a= unuhu retar pone takupi situri wa an."
4343,True,9,2,8,8,0,,,a= yupihi ka retar pone takupi situri wa an.
4344,True,10,2,9,9,0,,,"a= sa anakne na a= e niwkes wa an ora,"
4345,True,12,2,11,11,0,,,"ene a= kotanu or a= osapte hi ka isam pe ne kusu,"
4346,True,9,2,8,8,0,,,"kasi a= ohasituypa hine ora konto suke =an wa,"
4347,True,13,2,12,12,0,,,"renka ne p ne kusu kes to kes to suke =an pa wa,"
4348,True,14,2,13,13,0,,,a= unuutari sinrit mintar opaye kuni nispa uekarpa wa ye rok ye rok pa.
4349,True,13,2,12,12,0,,,"""sorekusu somo i= pa yakun sorekusu kotanwente =an kunak a= ramu a p,"
4350,True,11,2,10,10,0,,,"ene kasi kamuy yupke p e= ne kusu a= i= oskoni."""
4351,True,5,2,4,4,0,,,"sekor hawean pe ne kus_,"
4352,True,10,2,9,9,0,,,"""hinak ta e= pak ... a= utarihi a= yupu ..."
4353,True,9,2,8,8,0,,,"a= unuhu utar patek ne wa ki an yakka,"
4354,True,8,2,7,7,0,,,"a= resu p ene kotan wente a yakun,"
4355,True,4,2,3,3,0,,,"makanak haweoka =an kusu?"""
4356,True,4,2,3,3,0,,,"sekor haweoka =an kor,"
4357,True,6,2,5,5,0,,,orano easir a= yupihi ka yayramekote.
4358,True,5,2,4,4,0,,,"asinuma ka yayramekote =an wa,"
4359,True,17,2,16,16,0,,,"a= onaha kor wa okay pe a= yupihi tun a= ne p ne kusu a= ukousaraye wa,"
4360,True,7,2,6,6,0,,,sorekusu pak katkemat isam katkemat a= ne.
4361,True,9,2,8,8,0,,,"a= yupihi ka pakno nispa isam nispa ne orano,"
4362,True,11,2,10,10,0,,,a= ona anakne cis kor patek oka =an. apehosi wa an.
4363,True,6,2,5,5,0,,,"a= ipere kusu a= ye yakka,"
4364,True,10,2,9,9,0,,,"humne somo ipe humne ki kor orano oka =an ayne,"
4365,True,9,2,8,8,0,,,"a= onaha ka i= hoppa wa isam okake ta,"
4366,True,11,2,10,10,0,,,"a= yupihi tura tun a= ne oka =an pe ne kus_,"
4367,True,8,2,7,7,0,,,"sorekusu uekatayrotke =an, a= yupihi turano ki wa,"
4368,True,12,2,11,11,0,,,"pokor =an h_i orano, a= poutari sorekusu humne a= uni ta arki."
4369,True,7,2,6,6,0,,,a= yupi poutari a= uni ta arki.
4370,True,12,2,11,11,0,,,"a= poutari a= yupi oro ta paye wa utura sinot pa wa,"
4371,True,16,2,15,15,0,,,"sorekusu hekat ... tun a= ne korka, poronno pokor =an pa wa, sorekusu i= piskani emomnatara."
4372,True,13,2,12,12,0,,,"oraun a= poutarihi sorekusu rupne pa hike nispa or peka matkor pa wa,"
4373,True,5,2,4,4,0,,,i= koyantone hike i= koyantone.
4374,True,7,2,6,6,0,,,a= matnepo utar ka sinna sinna oka.
4375,True,6,2,5,5,0,,,"a= yupihi matnepoutari ka sinna sinna,"
4376,True,5,2,4,4,0,,,poutari ka sinna sinna oka.
4377,True,16,2,15,15,0,,,"sorekusu pakno nispa a= ne rok ayne tane onne =an_ siri ene an h_i ne kusu,"
4378,True,4,2,3,3,0,,,a= poutari ka yayramekotpa.
4379,True,11,2,10,10,0,,,"mippo kar pe ka a= e pakno siknu =an pa korka,"
4380,True,10,2,9,9,0,,,"tapne kane nea a= resu cape ene an wen puri,"
4381,True,6,2,5,5,0,,,"ene an wen katcam kor wa,"
4382,True,13,2,12,12,0,,,"sorekusu a= wenpakasnu etoko ta, a= unuutari oro ta ari hi ye kuskeraypo,"
4383,True,7,2,6,6,0,,,"a= unuutari sorekusu sinrit mintar opaye kuni,"
